,id,Polluant,polluant_url,valeur,code site,Zas,Date,Year,Month,Day,Quarter
0,,ATMO,,0,FR38001,ZAR SAINT-DENIS,2018-09-09 23:00:00,2018,9,,3
1,,ATMO,,0,FR38001,ZAR SAINT-DENIS,2018-09-09 23:00:00,2018,9,,3
2,,ATMO,,0,FR38016,ZAR VOLCAN,2018-09-16 23:00:00,2018,9,,3
3,,ATMO,,0,FR29424,ZAG SAINT-ETIENNE,2018-09-11 23:00:00,2018,9,,3
4,,ATMO,,2,FR36001,ZAR VALLEE-DU-RHONE,2018-09-13 23:00:00,2018,9,,3
5,,ATMO,,0,FR30019,ZR GRAND-EST,2018-06-17 23:00:00,2018,6,,2
6,,ATMO,,0,FR30019,ZR GRAND-EST,2018-06-18 23:00:00,2018,6,,2
7,,ATMO,,1,FR30019,ZR GRAND-EST,2018-07-21 23:00:00,2018,7,,3
8,,ATMO,,0,FR22009,ZR GRAND-EST,2018-09-08 23:00:00,2018,9,,3
9,,ATMO,,0,FR09003,ZR NOUVELLE-AQUITAINE,2018-09-12 23:00:00,2018,9,,3
10,,ATMO,,0,FR35002,ZR NOUVELLE-AQUITAINE,2018-09-14 23:00:00,2018,9,,3
11,,ATMO,,0,FR09003,ZR NOUVELLE-AQUITAINE,2018-09-15 23:00:00,2018,9,,3
12,,ATMO,,0,FR38002,ZAR SAINT-DENIS,2018-08-20 23:00:00,2018,8,,3
13,,ATMO,,0,FR38016,ZAR VOLCAN,2018-08-24 23:00:00,2018,8,,3
14,,ATMO,,0,FR38001,ZAR SAINT-DENIS,2018-09-11 23:00:00,2018,9,,3
15,,ATMO,,0,FR15013,ZAG GRENOBLE,2018-09-14 23:00:00,2018,9,,3
16,,ATMO,,1,FR12041,ZAG TOULOUSE,2018-08-27 23:00:00,2018,8,,3
17,,ATMO,,0,FR31001,ZAG BORDEAUX,2018-09-11 23:00:00,2018,9,,3
18,,ATMO,,0,FR07004,ZAG CLERMONT-FERRAND,2018-09-17 23:00:00,2018,9,,3
19,,ATMO,,0,FR38001,ZAR SAINT-DENIS,2018-09-17 23:00:00,2018,9,,3
20,,ATMO,,0,FR38001,ZAR SAINT-DENIS,2018-09-17 23:00:00,2018,9,,3
21,,ATMO,,0,FR23001,ZAG NANTES-SAINT-NAZAIRE,2018-09-18 23:00:00,2018,9,,3
22,,ATMO,,0,FR20013,ZAG LYON,2018-09-18 23:00:00,2018,9,,3
23,,ATMO,,0,FR82006,ZAR BESANCON,2018-09-10 23:00:00,2018,9,,3
24,,ATMO,,3,FR19002,ZAG RENNES,2018-09-18 23:00:00,2018,9,,3
25,,ATMO,,3,FR19002,ZAG RENNES,2018-09-18 23:00:00,2018,9,,3
26,,ATMO,,0,FR38001,ZAR SAINT-DENIS,2018-09-18 23:00:00,2018,9,,3
27,,ATMO,,0,FR38001,ZAR SAINT-DENIS,2018-09-18 23:00:00,2018,9,,3
28,,ATMO,,0,FR34013,ZAG ORLEANS,2018-09-19 23:00:00,2018,9,,3
29,,ATMO,,0,FR04002,ZAG PARIS,2018-09-10 23:00:00,2018,9,,3
30,,ATMO,,0,FR32001,ZAR CHALON,2018-09-14 23:00:00,2018,9,,3
31,,ATMO,,0,FR31001,ZAG BORDEAUX,2018-09-19 23:00:00,2018,9,,3
32,,ATMO,,3,FR19002,ZAG RENNES,2018-09-20 23:00:00,2018,9,,3
33,,ATMO,,0,FR38001,ZAR SAINT-DENIS,2018-09-19 23:00:00,2018,9,,3
34,,ATMO,,0,FR38017,ZAR VOLCAN,2018-09-20 23:00:00,2018,9,,3
35,,ATMO,,0,FR23178,ZAG NANTES-SAINT-NAZAIRE,2018-02-18 23:00:00,2018,2,,1
36,,ATMO,,0,FR04179,ZAG PARIS,2018-08-10 23:00:00,2018,8,,3
37,,ATMO,,1,FR24007,ZAG NICE,2018-09-14 23:00:00,2018,9,,3
38,,ATMO,,0,FR28010,ZAG BLDV,2018-09-20 23:00:00,2018,9,,3
39,,ATMO,,0,FR38001,ZAR SAINT-DENIS,2018-09-20 23:00:00,2018,9,,3
40,,ATMO,,0,FR38017,ZAR VOLCAN,2018-09-21 23:00:00,2018,9,,3
41,,ATMO,,0,FR33101,ZAR PAYS-DE-SAVOIE,2018-09-10 23:00:00,2018,9,,3
42,,ATMO,,0,FR04002,ZAG PARIS,2018-09-10 23:00:00,2018,9,,3
43,,ATMO,,0,FR04002,ZAG PARIS,2018-09-15 23:00:00,2018,9,,3
44,,ATMO,,0,FR38001,ZAR SAINT-DENIS,2018-09-21 23:00:00,2018,9,,3
45,,ATMO,,0,FR38001,ZAR SAINT-DENIS,2018-09-22 23:00:00,2018,9,,3
46,,ATMO,,0,FR23001,ZAG NANTES-SAINT-NAZAIRE,2018-09-21 23:00:00,2018,9,,3
47,,ATMO,,0,FR04002,ZAG PARIS,2018-09-13 23:00:00,2018,9,,3
48,,ATMO,,0,FR38001,ZAR SAINT-DENIS,2018-09-16 23:00:00,2018,9,,3
49,,ATMO,,0,FR38001,ZAR SAINT-DENIS,2018-09-16 23:00:00,2018,9,,3
50,,ATMO,,0,FR23001,ZAG NANTES-SAINT-NAZAIRE,2018-01-11 23:00:00,2018,1,,1
51,,ATMO,,0,FR34013,ZAG ORLEANS,2018-09-22 23:00:00,2018,9,,3
52,,ATMO,,0,FR35002,ZR NOUVELLE-AQUITAINE,2018-07-03 23:00:00,2018,7,,3
53,,ATMO,,0,FR35002,ZR NOUVELLE-AQUITAINE,2018-08-20 23:00:00,2018,8,,3
54,,ATMO,,0,FR09003,ZR NOUVELLE-AQUITAINE,2018-09-15 23:00:00,2018,9,,3
55,,ATMO,,0,FR26005,ZAR DIJON,2018-09-21 23:00:00,2018,9,,3
56,,ATMO,,0,FR38001,ZAR SAINT-DENIS,2018-09-23 23:00:00,2018,9,,3
57,,ATMO,,0,FR38017,ZAR VOLCAN,2018-09-24 23:00:00,2018,9,,3
58,,ATMO,,1,FR15043,ZAG GRENOBLE,2018-06-20 23:00:00,2018,6,,2
59,,ATMO,,1,FR15043,ZAG GRENOBLE,2018-07-22 23:00:00,2018,7,,3
60,,ATMO,,0,FR14008,ZR GRAND-EST,2018-09-08 23:00:00,2018,9,,3
61,,ATMO,,0,FR02001,ZAG MARSEILLE-AIX,2018-09-17 23:00:00,2018,9,,3
62,,ATMO,,0,FR32001,ZAR CHALON,2018-09-22 23:00:00,2018,9,,3
63,,ATMO,,0,FR38001,ZAR SAINT-DENIS,2018-09-24 23:00:00,2018,9,,3
64,,ATMO,,0,FR38001,ZAR SAINT-DENIS,2018-09-24 23:00:00,2018,9,,3
65,,ATMO,,2,FR15018,ZAG GRENOBLE,2018-08-07 23:00:00,2018,8,,3
66,,ATMO,,0,FR20013,ZAG LYON,2018-09-21 23:00:00,2018,9,,3
67,,ATMO,,0,FR26005,ZAR DIJON,2018-09-16 23:00:00,2018,9,,3
68,,ATMO,,0,FR35002,ZR NOUVELLE-AQUITAINE,2018-09-25 23:00:00,2018,9,,3
69,,ATMO,,0,FR38001,ZAR SAINT-DENIS,2018-09-25 23:00:00,2018,9,,3
70,,ATMO,,0,FR38001,ZAR SAINT-DENIS,2018-09-25 23:00:00,2018,9,,3
71,,ATMO,,0,FR20013,ZAG LYON,2018-09-10 23:00:00,2018,9,,3
72,,ATMO,,0,FR15018,ZAG GRENOBLE,2018-09-26 23:00:00,2018,9,,3
73,,ATMO,,2,FR01011,ZAG METZ,2018-07-24 23:00:00,2018,7,,3
74,,ATMO,,0,FR01011,ZAG METZ,2018-09-13 23:00:00,2018,9,,3
75,,ATMO,,0,FR82006,ZAR BESANCON,2018-09-25 23:00:00,2018,9,,3
76,,ATMO,,0,FR38001,ZAR SAINT-DENIS,2018-09-26 23:00:00,2018,9,,3
77,,ATMO,,0,FR38001,ZAR SAINT-DENIS,2018-09-26 23:00:00,2018,9,,3
78,,ATMO,,0,FR23001,ZAG NANTES-SAINT-NAZAIRE,2018-09-22 23:00:00,2018,9,,3
79,,ATMO,,0,FR23001,ZAG NANTES-SAINT-NAZAIRE,2018-09-24 23:00:00,2018,9,,3
80,,ATMO,,0,FR14008,ZR GRAND-EST,2018-09-20 23:00:00,2018,9,,3
81,,ATMO,,0,FR38001,ZAR SAINT-DENIS,2018-09-27 23:00:00,2018,9,,3
82,,ATMO,,0,FR38001,ZAR SAINT-DENIS,2018-09-27 23:00:00,2018,9,,3
83,,ATMO,,0,FR15018,ZAG GRENOBLE,2018-09-28 06:00:00,2018,9,,3
84,,ATMO,,0,FR04002,ZAG PARIS,2018-09-19 23:00:00,2018,9,,3
85,,ATMO,,0,FR38001,ZAR SAINT-DENIS,2018-09-28 23:00:00,2018,9,,3
86,,ATMO,,0,FR38017,ZAR VOLCAN,2018-09-29 23:00:00,2018,9,,3
87,,ATMO,,0,FR36001,ZAR VALLEE-DU-RHONE,2018-09-28 04:00:00,2018,9,,3
88,,ATMO,,0,FR04002,ZAG PARIS,2018-09-20 23:00:00,2018,9,,3
89,,ATMO,,0,FR38001,ZAR SAINT-DENIS,2018-08-31 23:00:00,2018,8,,3
90,,ATMO,,0,FR38001,ZAR SAINT-DENIS,2018-09-15 23:00:00,2018,9,,3
91,,ATMO,,0,FR38001,ZAR SAINT-DENIS,2018-09-15 23:00:00,2018,9,,3
92,,ATMO,,0,FR23001,ZAG NANTES-SAINT-NAZAIRE,2018-09-24 23:00:00,2018,9,,3
93,,ATMO,,2,FR27003,ZR AUVERGNE-RHONE-ALPES,2018-09-27 23:00:00,2018,9,,3
94,,ATMO,,0,FR32001,ZAR CHALON,2018-09-24 23:00:00,2018,9,,3
95,,ATMO,,0,FR12004,ZAG TOULOUSE,2018-09-28 13:00:00,2018,9,,3
96,,ATMO,,0,FR41001,ZAR AJACCIO,2018-09-30 23:00:00,2018,9,,3
97,,ATMO,,0,FR38001,ZAR SAINT-DENIS,2018-09-16 23:00:00,2018,9,,3
98,,ATMO,,0,FR38001,ZAR SAINT-DENIS,2018-09-28 23:00:00,2018,9,,3
99,,ATMO,,0,FR38001,ZAR SAINT-DENIS,2018-09-28 23:00:00,2018,9,,3
100,,ATMO,,0,FR23001,ZAG NANTES-SAINT-NAZAIRE,2018-09-16 23:00:00,2018,9,,3
101,,ATMO,,0,FR33101,ZAR PAYS-DE-SAVOIE,2018-09-22 23:00:00,2018,9,,3
102,,ATMO,,0,FR35002,ZR NOUVELLE-AQUITAINE,2018-09-10 23:00:00,2018,9,,3
103,,ATMO,,0,FR35002,ZR NOUVELLE-AQUITAINE,2018-09-28 23:00:00,2018,9,,3
104,,ATMO,,0,FR38001,ZAR SAINT-DENIS,2018-10-01 23:00:00,2018,10,,4
105,,ATMO,,0,FR38011,ZAR VOLCAN,2018-10-01 23:00:00,2018,10,,4
106,,ATMO,,0,FR15018,ZAG GRENOBLE,2018-09-13 23:00:00,2018,9,,3
107,,ATMO,,0,FR27003,ZR AUVERGNE-RHONE-ALPES,2018-10-02 23:00:00,2018,10,,4
108,,ATMO,,1,FR12004,ZAG TOULOUSE,2018-05-21 23:00:00,2018,5,,2
109,,ATMO,,2,FR12004,ZAG TOULOUSE,2018-07-26 23:00:00,2018,7,,3
110,,ATMO,,0,FR12004,ZAG TOULOUSE,2018-09-13 23:00:00,2018,9,,3
111,,ATMO,,0,FR26005,ZAR DIJON,2018-09-28 23:00:00,2018,9,,3
112,,ATMO,,0,FR38001,ZAR SAINT-DENIS,2018-10-02 23:00:00,2018,10,,4
113,,ATMO,,0,FR38011,ZAR VOLCAN,2018-10-03 23:00:00,2018,10,,4
114,,ATMO,,0,FR34013,ZAG ORLEANS,2018-10-02 23:00:00,2018,10,,4
115,,ATMO,,0,FR20013,ZAG LYON,2018-10-01 23:00:00,2018,10,,4
116,,ATMO,,0,FR30019,ZR GRAND-EST,2018-08-24 23:00:00,2018,8,,3
117,,ATMO,,0,FR35002,ZR NOUVELLE-AQUITAINE,2018-09-25 23:00:00,2018,9,,3
118,,ATMO,,0,FR35002,ZR NOUVELLE-AQUITAINE,2018-10-02 23:00:00,2018,10,,4
119,,ATMO,,0,FR38001,ZAR SAINT-DENIS,2018-10-03 23:00:00,2018,10,,4
120,,ATMO,,0,FR38011,ZAR VOLCAN,2018-10-03 23:00:00,2018,10,,4
121,,ATMO,,0,FR23001,ZAG NANTES-SAINT-NAZAIRE,2018-09-15 23:00:00,2018,9,,3
122,,ATMO,,0,FR27003,ZR AUVERGNE-RHONE-ALPES,2018-10-03 23:00:00,2018,10,,4
123,,ATMO,,0,FR09003,ZR NOUVELLE-AQUITAINE,2018-09-23 23:00:00,2018,9,,3
124,,ATMO,,0,FR22009,ZR GRAND-EST,2018-10-04 23:00:00,2018,10,,4
125,,ATMO,,0,FR38001,ZAR SAINT-DENIS,2018-10-04 23:00:00,2018,10,,4
126,,ATMO,,0,FR38001,ZAR SAINT-DENIS,2018-10-04 23:00:00,2018,10,,4
127,,ATMO,,0,FR27003,ZR AUVERGNE-RHONE-ALPES,2018-09-14 23:00:00,2018,9,,3
128,,ATMO,,0,FR14008,ZR GRAND-EST,2018-10-04 23:00:00,2018,10,,4
129,,ATMO,,0,FR38001,ZAR SAINT-DENIS,2018-10-05 23:00:00,2018,10,,4
130,,ATMO,,0,FR38001,ZAR SAINT-DENIS,2018-10-05 23:00:00,2018,10,,4
131,,ATMO,,0,FR36001,ZAR VALLEE-DU-RHONE,2018-10-05 06:00:00,2018,10,,4
132,,ATMO,,0,FR06001,ZAG BLDV,2018-10-05 23:00:00,2018,10,,4
133,,ATMO,,0,FR38001,ZAR SAINT-DENIS,2018-09-30 23:00:00,2018,9,,3
134,,ATMO,,0,FR38001,ZAR SAINT-DENIS,2018-10-07 23:00:00,2018,10,,4
135,,ATMO,,0,FR23001,ZAG NANTES-SAINT-NAZAIRE,2018-09-16 23:00:00,2018,9,,3
136,,ATMO,,0,FR33101,ZAR PAYS-DE-SAVOIE,2018-10-01 23:00:00,2018,10,,4
137,,ATMO,,0,FR10017,ZAR COTE-D-OPALE,2018-08-01 23:00:00,2018,8,,3
138,,ATMO,,0,FR31001,ZAG BORDEAUX,2018-09-10 23:00:00,2018,9,,3
139,,ATMO,,0,FR10004,ZAR COTE-D-OPALE,2018-09-23 23:00:00,2018,9,,3
140,,ATMO,,0,FR10004,ZAR COTE-D-OPALE,2018-10-02 23:00:00,2018,10,,4
141,,ATMO,,0,FR02001,ZAG MARSEILLE-AIX,2018-10-06 23:00:00,2018,10,,4
142,,ATMO,,0,FR38001,ZAR SAINT-DENIS,2018-10-01 23:00:00,2018,10,,4
143,,ATMO,,0,FR38001,ZAR SAINT-DENIS,2018-10-08 23:00:00,2018,10,,4
144,,ATMO,,0,FR23001,ZAG NANTES-SAINT-NAZAIRE,2018-10-02 23:00:00,2018,10,,4
145,,ATMO,,0,FR33101,ZAR PAYS-DE-SAVOIE,2018-09-30 23:00:00,2018,9,,3
146,,ATMO,,0,FR12021,ZAG TOULOUSE,2018-06-15 23:00:00,2018,6,,2
147,,ATMO,,0,FR12004,ZAG TOULOUSE,2018-09-19 23:00:00,2018,9,,3
148,,ATMO,,0,FR32001,ZAR CHALON,2018-10-06 23:00:00,2018,10,,4
149,,ATMO,,0,FR38001,ZAR SAINT-DENIS,2018-10-04 23:00:00,2018,10,,4
150,,ATMO,,0,FR38001,ZAR SAINT-DENIS,2018-10-04 23:00:00,2018,10,,4
151,,ATMO,,0,FR23001,ZAG NANTES-SAINT-NAZAIRE,2018-09-28 23:00:00,2018,9,,3
152,,ATMO,,0,FR28010,ZAG BLDV,2018-08-06 23:00:00,2018,8,,3
153,,ATMO,,0,FR28010,ZAG BLDV,2018-09-10 23:00:00,2018,9,,3
154,,ATMO,,0,FR02001,ZAG MARSEILLE-AIX,2018-10-03 23:00:00,2018,10,,4
155,,ATMO,,0,FR28010,ZAG BLDV,2018-10-09 23:00:00,2018,10,,4
156,,ATMO,,0,FR38001,ZAR SAINT-DENIS,2018-10-09 23:00:00,2018,10,,4
157,,ATMO,,0,FR38001,ZAR SAINT-DENIS,2018-10-10 23:00:00,2018,10,,4
158,,ATMO,,0,FR23001,ZAG NANTES-SAINT-NAZAIRE,2018-10-09 23:00:00,2018,10,,4
159,,ATMO,,0,FR27003,ZR AUVERGNE-RHONE-ALPES,2018-10-10 23:00:00,2018,10,,4
160,,ATMO,,1,FR04002,ZAG PARIS,2018-09-27 23:00:00,2018,9,,3
161,,ATMO,,0,FR38001,ZAR SAINT-DENIS,2018-10-10 23:00:00,2018,10,,4
162,,ATMO,,0,FR38017,ZAR VOLCAN,2018-10-11 23:00:00,2018,10,,4
163,,ATMO,,0,FR23001,ZAG NANTES-SAINT-NAZAIRE,2018-10-08 23:00:00,2018,10,,4
164,,ATMO,,1,FR07004,ZAG CLERMONT-FERRAND,2018-08-01 23:00:00,2018,8,,3
165,,ATMO,,1,FR12004,ZAG TOULOUSE,2018-08-08 23:00:00,2018,8,,3
166,,ATMO,,0,FR22009,ZR GRAND-EST,2018-09-18 23:00:00,2018,9,,3
167,,ATMO,,0,FR10004,ZAR COTE-D-OPALE,2018-10-03 23:00:00,2018,10,,4
168,,ATMO,,1,FR24007,ZAG NICE,2018-10-09 23:00:00,2018,10,,4
169,,ATMO,,0,FR38001,ZAR SAINT-DENIS,2018-10-11 23:00:00,2018,10,,4
170,,ATMO,,0,FR38001,ZAR SAINT-DENIS,2018-10-12 23:00:00,2018,10,,4
171,,ATMO,,0,FR15018,ZAG GRENOBLE,2018-10-12 06:00:00,2018,10,,4
172,,ATMO,,0,FR04002,ZAG PARIS,2018-10-03 23:00:00,2018,10,,4
173,,ATMO,,0,FR38001,ZAR SAINT-DENIS,2018-10-12 23:00:00,2018,10,,4
174,,ATMO,,0,FR38001,ZAR SAINT-DENIS,2018-10-12 23:00:00,2018,10,,4
175,,ATMO,,0,FR34013,ZAG ORLEANS,2018-10-12 23:00:00,2018,10,,4
176,,ATMO,,0,FR07004,ZAG CLERMONT-FERRAND,2018-10-12 05:00:00,2018,10,,4
177,,ATMO,,0,FR38001,ZAR SAINT-DENIS,2018-10-07 23:00:00,2018,10,,4
178,,ATMO,,0,FR38016,ZAR VOLCAN,2018-10-14 23:00:00,2018,10,,4
179,,ATMO,,0,FR15018,ZAG GRENOBLE,2018-10-12 23:00:00,2018,10,,4
180,,ATMO,,0,FR29424,ZAG SAINT-ETIENNE,2018-10-10 23:00:00,2018,10,,4
181,,ATMO,,0,FR82006,ZAR BESANCON,2018-09-18 23:00:00,2018,9,,3
182,,ATMO,,0,FR02001,ZAG MARSEILLE-AIX,2018-10-11 23:00:00,2018,10,,4
183,,ATMO,,1,FR24007,ZAG NICE,2018-10-14 23:00:00,2018,10,,4
184,,ATMO,,0,FR05089,ZAR LE-HAVRE,2018-10-12 23:00:00,2018,10,,4
185,,ATMO,,0,FR38001,ZAR SAINT-DENIS,2018-10-14 23:00:00,2018,10,,4
186,,ATMO,,0,FR38001,ZAR SAINT-DENIS,2018-10-14 23:00:00,2018,10,,4
187,,ATMO,,0,FR33122,ZAR VALLEE-DE-LA-TARANTAISE,2018-01-03 23:00:00,2018,1,,1
188,,ATMO,,0,FR33121,ZAR VALLEE-DE-LA-TARANTAISE,2018-02-09 23:00:00,2018,2,,1
189,,ATMO,,0,FR33122,ZAR VALLEE-DE-LA-TARANTAISE,2018-06-13 23:00:00,2018,6,,2
190,,ATMO,,0,FR33101,ZAR PAYS-DE-SAVOIE,2018-09-05 23:00:00,2018,9,,3
191,,ATMO,,0,FR31001,ZAG BORDEAUX,2018-09-24 23:00:00,2018,9,,3
192,,ATMO,,2,FR31001,ZAG BORDEAUX,2018-10-04 23:00:00,2018,10,,4
193,,ATMO,,0,FR23001,ZAG NANTES-SAINT-NAZAIRE,2018-10-12 23:00:00,2018,10,,4
194,,ATMO,,0,FR41001,ZAR AJACCIO,2018-10-15 23:00:00,2018,10,,4
195,,ATMO,,0,FR38001,ZAR SAINT-DENIS,2018-02-28 23:00:00,2018,2,,1
196,,ATMO,,0,FR38021,ZAR SAINT-DENIS,2018-04-04 23:00:00,2018,4,,2
197,,ATMO,,0,FR38021,ZAR SAINT-DENIS,2018-04-04 23:00:00,2018,4,,2
198,,ATMO,,0,FR38002,ZAR SAINT-DENIS,2018-07-15 23:00:00,2018,7,,3
199,,ATMO,,0,FR38001,ZAR SAINT-DENIS,2018-09-25 23:00:00,2018,9,,3
200,,ATMO,,0,FR19002,ZAG RENNES,2018-02-23 23:00:00,2018,2,,1
201,,ATMO,,0,FR31001,ZAG BORDEAUX,2018-04-08 23:00:00,2018,4,,2
202,,ATMO,,0,FR31001,ZAG BORDEAUX,2018-05-14 23:00:00,2018,5,,2
203,,ATMO,,0,FR19002,ZAG RENNES,2018-06-19 23:00:00,2018,6,,2
204,,ATMO,,0,FR19002,ZAG RENNES,2018-08-07 23:00:00,2018,8,,3
205,,ATMO,,0,FR09003,ZR NOUVELLE-AQUITAINE,2018-09-05 23:00:00,2018,9,,3
206,,ATMO,,0,FR14008,ZR GRAND-EST,2018-09-21 23:00:00,2018,9,,3
207,,ATMO,,0,FR26005,ZAR DIJON,2018-10-10 23:00:00,2018,10,,4
208,,ATMO,,0,FR07004,ZAG CLERMONT-FERRAND,2018-10-16 23:00:00,2018,10,,4
209,,ATMO,,0,FR41001,ZAR AJACCIO,2018-10-12 23:00:00,2018,10,,4
210,,ATMO,,0,FR41001,ZAR AJACCIO,2018-10-13 23:00:00,2018,10,,4
211,,ATMO,,0,FR41001,ZAR AJACCIO,2018-02-01 23:00:00,2018,2,,1
212,,ATMO,,0,FR41001,ZAR AJACCIO,2018-05-20 23:00:00,2018,5,,2
213,,ATMO,,0,FR41001,ZAR AJACCIO,2018-09-03 23:00:00,2018,9,,3
214,,ATMO,,1,FR27003,ZR AUVERGNE-RHONE-ALPES,2018-10-17 23:00:00,2018,10,,4
215,,ATMO,,0,FR82006,ZAR BESANCON,2018-09-22 23:00:00,2018,9,,3
216,,ATMO,,0,FR12004,ZAG TOULOUSE,2018-10-11 23:00:00,2018,10,,4
217,,ATMO,,0,FR10004,ZAR COTE-D-OPALE,2018-10-17 23:00:00,2018,10,,4
218,,ATMO,,0,FR38001,ZAR SAINT-DENIS,2018-10-17 23:00:00,2018,10,,4
219,,ATMO,,0,FR38001,ZAR SAINT-DENIS,2018-10-18 23:00:00,2018,10,,4
220,,ATMO,,0,FR23001,ZAG NANTES-SAINT-NAZAIRE,2018-10-18 23:00:00,2018,10,,4
221,,ATMO,,0,FR09003,ZR NOUVELLE-AQUITAINE,2018-04-11 23:00:00,2018,4,,2
222,,ATMO,,0,FR11026,ZAG LILLE,2018-09-03 23:00:00,2018,9,,3
223,,ATMO,,0,FR22009,ZR GRAND-EST,2018-10-03 23:00:00,2018,10,,4
224,,ATMO,,0,FR12004,ZAG TOULOUSE,2018-10-15 23:00:00,2018,10,,4
225,,ATMO,,0,FR35002,ZR NOUVELLE-AQUITAINE,2018-10-18 22:00:00,2018,10,,4
226,,ATMO,,0,FR38001,ZAR SAINT-DENIS,2018-10-18 23:00:00,2018,10,,4
227,,ATMO,,0,FR38011,ZAR VOLCAN,2018-10-19 23:00:00,2018,10,,4
228,,ATMO,,0,FR36001,ZAR VALLEE-DU-RHONE,2018-10-19 04:00:00,2018,10,,4
229,,ATMO,,1,FR32002,ZAR CHALON,2018-07-31 23:00:00,2018,7,,3
230,,ATMO,,1,FR32006,ZR BOURGOGNE-FRANCHE-COMTE,2018-08-15 23:00:00,2018,8,,3
231,,ATMO,,0,FR82006,ZAR BESANCON,2018-09-30 23:00:00,2018,9,,3
232,,ATMO,,0,FR38001,ZAR SAINT-DENIS,2018-10-11 23:00:00,2018,10,,4
233,,ATMO,,0,FR38017,ZAR VOLCAN,2018-10-20 23:00:00,2018,10,,4
234,,ATMO,,0,FR34013,ZAG ORLEANS,2018-10-18 23:00:00,2018,10,,4
235,,ATMO,,0,FR32001,ZAR CHALON,2018-09-19 23:00:00,2018,9,,3
236,,ATMO,,0,FR32001,ZAR CHALON,2018-10-19 06:00:00,2018,10,,4
237,,ATMO,,0,FR34013,ZAG ORLEANS,2018-10-16 23:00:00,2018,10,,4
238,,ATMO,,0,FR33101,ZAR PAYS-DE-SAVOIE,2018-09-15 23:00:00,2018,9,,3
239,,ATMO,,0,FR28010,ZAG BLDV,2018-04-03 23:00:00,2018,4,,2
240,,ATMO,,1,FR29424,ZAG SAINT-ETIENNE,2018-10-19 23:00:00,2018,10,,4
241,,ATMO,,0,FR36001,ZAR VALLEE-DU-RHONE,2018-10-21 23:00:00,2018,10,,4
242,,ATMO,,1,FR20013,ZAG LYON,2018-10-18 23:00:00,2018,10,,4
243,,ATMO,,0,FR31001,ZAG BORDEAUX,2018-01-18 23:00:00,2018,1,,1
244,,ATMO,,0,FR31001,ZAG BORDEAUX,2018-02-04 23:00:00,2018,2,,1
245,,ATMO,,0,FR31001,ZAG BORDEAUX,2018-04-03 23:00:00,2018,4,,2
246,,ATMO,,0,FR10017,ZAR COTE-D-OPALE,2018-05-14 23:00:00,2018,5,,2
247,,ATMO,,0,FR14008,ZR GRAND-EST,2018-09-17 23:00:00,2018,9,,3
248,,ATMO,,0,FR41001,ZAR AJACCIO,2018-10-15 23:00:00,2018,10,,4
249,,ATMO,,0,FR22009,ZR GRAND-EST,2018-10-22 23:00:00,2018,10,,4
250,,ATMO,,0,FR38001,ZAR SAINT-DENIS,2018-10-14 23:00:00,2018,10,,4
251,,ATMO,,0,FR38017,ZAR VOLCAN,2018-10-21 23:00:00,2018,10,,4
252,,ATMO,,0,FR23001,ZAG NANTES-SAINT-NAZAIRE,2018-10-19 23:00:00,2018,10,,4
253,,ATMO,,1,FR20013,ZAG LYON,2018-10-21 23:00:00,2018,10,,4
254,,ATMO,,0,FR31001,ZAG BORDEAUX,2018-02-10 23:00:00,2018,2,,1
255,,ATMO,,0,FR06003,ZAG BLDV,2018-07-17 23:00:00,2018,7,,3
256,,ATMO,,0,FR32001,ZAR CHALON,2018-10-18 23:00:00,2018,10,,4
257,,ATMO,,0,FR38001,ZAR SAINT-DENIS,2018-10-23 23:00:00,2018,10,,4
258,,ATMO,,0,FR38001,ZAR SAINT-DENIS,2018-10-23 23:00:00,2018,10,,4
259,,ATMO,,2,FR20013,ZAG LYON,2018-10-19 23:00:00,2018,10,,4
260,,ATMO,,0,FR12004,ZAG TOULOUSE,2018-10-23 23:00:00,2018,10,,4
261,,ATMO,,0,FR26005,ZAR DIJON,2018-10-12 23:00:00,2018,10,,4
262,,ATMO,,0,FR35002,ZR NOUVELLE-AQUITAINE,2018-10-24 22:00:00,2018,10,,4
263,,ATMO,,0,FR37001,ZAG POINTE-A-PITRE,2018-10-24 23:00:00,2018,10,,4
264,,ATMO,,0,FR08003,ZAG MONTPELLIER,2018-10-03 23:00:00,2018,10,,4
265,,ATMO,,0,FR08003,ZAG MONTPELLIER,2018-10-24 23:00:00,2018,10,,4
266,,ATMO,,0,FR38001,ZAR SAINT-DENIS,2018-10-24 23:00:00,2018,10,,4
267,,ATMO,,0,FR38001,ZAR SAINT-DENIS,2018-10-25 23:00:00,2018,10,,4
268,,ATMO,,0,FR23001,ZAG NANTES-SAINT-NAZAIRE,2018-10-25 23:00:00,2018,10,,4
269,,ATMO,,1,FR07004,ZAG CLERMONT-FERRAND,2018-08-01 23:00:00,2018,8,,3
270,,ATMO,,0,FR06001,ZAG BLDV,2018-01-22 23:00:00,2018,1,,1
271,,ATMO,,0,FR28010,ZAG BLDV,2018-04-05 23:00:00,2018,4,,2
272,,ATMO,,0,FR06001,ZAG BLDV,2018-06-09 23:00:00,2018,6,,2
273,,ATMO,,0,FR12004,ZAG TOULOUSE,2018-10-09 23:00:00,2018,10,,4
274,,ATMO,,0,FR37001,ZAG POINTE-A-PITRE,2018-10-23 23:00:00,2018,10,,4
